商户编号K3,商户编号,商户名称,,店铺编号K3,店铺编号,店铺名称,,店铺类型,联系人,城市,原商户编号K3,原商户名称K3,原店铺编号CRM,备注
1.SZ0260,SZ0260,深圳市罗湖区铂金发源地美发店,客户---1.SZ0260---深圳市罗湖区铂金发源地美发店,1.SZ0260004,SZ0260004,HEAD STREAM发源地（罗湖店）,客户---1.SZ0260004---HEAD STREAM发源地（罗湖店）,,王淙澧,深圳,440303201412003501,深圳市罗湖区铂金发源地美发店(王淙澧),408,
1.SZ0260,SZ0260,深圳市罗湖区铂金发源地美发店,客户---1.SZ0260---深圳市罗湖区铂金发源地美发店,1.SZ0260005,SZ0260005,HEAD STREAM发源地总店,客户---1.SZ0260005---HEAD STREAM发源地总店,,王淙澧,深圳,440303201412003501,深圳市罗湖区铂金发源地美发店(王淙澧),409,
1.SZ0261,SZ0261,深圳市罗湖区布里斯托美发沙龙中心,客户---1.SZ0261---深圳市罗湖区布里斯托美发沙龙中心,1.SZ0261001,SZ0261001,布里斯托美发沙龙,客户---1.SZ0261001---布里斯托美发沙龙,,陈韶瑶,深圳,440303201412000101,深圳市罗湖区布里斯托美发沙龙中心(陈韶瑶),97,
1.SZ0262,SZ0262,深圳市罗湖区东门美丝坊发廊,客户---1.SZ0262---深圳市罗湖区东门美丝坊发廊,1.SZ0262001,SZ0262001,美丝造型（布心店）,客户---1.SZ0262001---美丝造型（布心店）,,黄钟成,深圳,440303201412001201,深圳市罗湖区东门美丝坊发廊(黄钟成),142,
1.SZ0262,SZ0262,深圳市罗湖区东门美丝坊发廊,客户---1.SZ0262---深圳市罗湖区东门美丝坊发廊,1.SZ0262002,SZ0262002,美丝造型（东门店）,客户---1.SZ0262002---美丝造型（东门店）,,黄钟成,深圳,440303201412001201,深圳市罗湖区东门美丝坊发廊(黄钟成),143,
1.SZ0263,SZ0263,深圳市罗湖区宏强理发中心,客户---1.SZ0263---深圳市罗湖区宏强理发中心,1.SZ0263001,SZ0263001,酷奇造型（海吉星店）,客户---1.SZ0263001---酷奇造型（海吉星店）,,韦国强,深圳,440303201412002901,深圳市罗湖区宏强理发中心(韦国强),274,
1.SZ0263,SZ0263,深圳市罗湖区宏强理发中心,客户---1.SZ0263---深圳市罗湖区宏强理发中心,1.SZ0263002,SZ0263002,酷奇护肤造型（塘滩路店）,客户---1.SZ0263002---酷奇护肤造型（塘滩路店）,,韦国强,深圳,440303201412002901,深圳市罗湖区宏强理发中心(韦国强),275,
1.SZ0263,SZ0263,深圳市罗湖区宏强理发中心,客户---1.SZ0263---深圳市罗湖区宏强理发中心,1.SZ0263003,SZ0263003,酷奇护肤造型（茗翠园店）,客户---1.SZ0263003---酷奇护肤造型（茗翠园店）,,韦国强,深圳,440303201412002901,深圳市罗湖区宏强理发中心(韦国强),277,
1.SZ0263,SZ0263,深圳市罗湖区宏强理发中心,客户---1.SZ0263---深圳市罗湖区宏强理发中心,1.SZ0263004,SZ0263004,人人美容美发,客户---1.SZ0263004---人人美容美发,,韦国强,深圳,440303201412002901,深圳市罗湖区宏强理发中心(韦国强),279,
1.SZ0263,SZ0263,深圳市罗湖区宏强理发中心,客户---1.SZ0263---深圳市罗湖区宏强理发中心,1.SZ0263005,SZ0263005,人人美发会所,客户---1.SZ0263005---人人美发会所,,韦国强,深圳,440303201412002901,深圳市罗湖区宏强理发中心(韦国强),280,
1.SZ0264,SZ0264,深圳市罗湖区匠人组合美发店,客户---1.SZ0264---深圳市罗湖区匠人组合美发店,1.SZ0264001,SZ0264001,尊尚美容美发,客户---1.SZ0264001---尊尚美容美发,,苏广臣,深圳,440303201412000301,深圳市罗湖区匠人组合美发店(苏广臣),101,
1.SZ0265,SZ0265,深圳市罗湖区金钟奎美发店,客户---1.SZ0265---深圳市罗湖区金钟奎美发店,1.SZ0265001,SZ0265001,韩国KJG,客户---1.SZ0265001---韩国KJG,,谢丽容,深圳,440303201412001101,深圳市罗湖区金钟奎美发店(谢丽容),139,
1.SZ0266,SZ0266,深圳市罗湖区经典梵高美发店,客户---1.SZ0266---深圳市罗湖区经典梵高美发店,1.SZ0266001,SZ0266001,梵高,客户---1.SZ0266001---梵高,,于立平,深圳,440303201412000201,深圳市罗湖区经典梵高美发店(于立平),98,
1.SZ0267,SZ0267,深圳市罗湖区骏型设计美发屋,客户---1.SZ0267---深圳市罗湖区骏型设计美发屋,1.SZ0267001,SZ0267001,骏型沙龙（罗湖沃尔玛店）,客户---1.SZ0267001---骏型沙龙（罗湖沃尔玛店）,,王东东,深圳,440303201412001401,深圳市罗湖区骏型设计美发屋(王东东),150,
1.SZ0267,SZ0267,深圳市罗湖区骏型设计美发屋,客户---1.SZ0267---深圳市罗湖区骏型设计美发屋,1.SZ0267002,SZ0267002,骏型沙龙（罗湖分店）,客户---1.SZ0267002---骏型沙龙（罗湖分店）,,王东东,深圳,440303201412001401,深圳市罗湖区骏型设计美发屋(王东东),151,
1.SZ0268,SZ0268,深圳市罗湖区卡丝美发中心,客户---1.SZ0268---深圳市罗湖区卡丝美发中心,1.SZ0268001,SZ0268001,卡丝造型（宝安分店）,客户---1.SZ0268001---卡丝造型（宝安分店）,,刘炎新,深圳,440303201501000601,深圳市罗湖区卡丝美发中心(刘炎新),588,
1.SZ0268,SZ0268,深圳市罗湖区卡丝美发中心,客户---1.SZ0268---深圳市罗湖区卡丝美发中心,1.SZ0268002,SZ0268002,卡丝造型（罗湖分店）,客户---1.SZ0268002---卡丝造型（罗湖分店）,,刘炎新,深圳,440303201501000601,深圳市罗湖区卡丝美发中心(刘炎新),590,
1.SZ0269,SZ0269,深圳市罗湖区丽时美发店,客户---1.SZ0269---深圳市罗湖区丽时美发店,1.SZ0269001,SZ0269001,丽时韩国,客户---1.SZ0269001---丽时韩国,,侯述友,深圳,440303201412001001,深圳市罗湖区丽时美发店(侯述友),135,
1.SZ0270,SZ0270,深圳市罗湖区灵感发艺店,客户---1.SZ0270---深圳市罗湖区灵感发艺店,1.SZ0270001,SZ0270001,灵感发艺,客户---1.SZ0270001---灵感发艺,,姚润辉,深圳,440303201412002101,深圳市罗湖区灵感发艺店(姚润辉),205,
1.SZ0271,SZ0271,深圳市罗湖区璐苑发形象设计室,客户---1.SZ0271---深圳市罗湖区璐苑发形象设计室,1.SZ0271001,SZ0271001,璐苑发形象设计,客户---1.SZ0271001---璐苑发形象设计,,赵华明,深圳,440303201412002801,深圳市罗湖区璐苑发形象设计室(赵华明),253,
1.SZ0272,SZ0272,深圳市罗湖区漫淇尚艺美容美发店,客户---1.SZ0272---深圳市罗湖区漫淇尚艺美容美发店,1.SZ0272001,SZ0272001,漫淇尚艺,客户---1.SZ0272001---漫淇尚艺,,王国团,深圳,440303201501000401,深圳市罗湖区漫淇尚艺美容美发店(王国团),445,
1.SZ0272,SZ0272,深圳市罗湖区漫淇尚艺美容美发店,客户---1.SZ0272---深圳市罗湖区漫淇尚艺美容美发店,1.SZ0272002,SZ0272002,漫淇彩世界,客户---1.SZ0272002---漫淇彩世界,,王国团,深圳,440303201501000401,深圳市罗湖区漫淇尚艺美容美发店(王国团),446,
1.SZ0272,SZ0272,深圳市罗湖区漫淇尚艺美容美发店,客户---1.SZ0272---深圳市罗湖区漫淇尚艺美容美发店,1.SZ0272003,SZ0272003,迷你雅美容美发,客户---1.SZ0272003---迷你雅美容美发,,王国团,深圳,440303201501000401,深圳市罗湖区漫淇尚艺美容美发店(王国团),447,
1.SZ0273,SZ0273,深圳市罗湖区美社发型工作室,客户---1.SZ0273---深圳市罗湖区美社发型工作室,1.SZ0273001,SZ0273001,美丽频道（罗湖店）,客户---1.SZ0273001---美丽频道（罗湖店）,,会玉华,深圳,440303201501001201,深圳市罗湖区美社发型工作室(会玉华),744,
1.SZ0273,SZ0273,深圳市罗湖区美社发型工作室,客户---1.SZ0273---深圳市罗湖区美社发型工作室,1.SZ0273002,SZ0273002,美丽频道（福田店）,客户---1.SZ0273002---美丽频道（福田店）,,会玉华,深圳,440303201501001201,深圳市罗湖区美社发型工作室(会玉华),745,
1.SZ0274,SZ0274,深圳市罗湖区摩发艺站美发店,客户---1.SZ0274---深圳市罗湖区摩发艺站美发店,1.SZ0274001,SZ0274001,魔发艺站,客户---1.SZ0274001---魔发艺站,,张建国,深圳,440303201412003401,深圳市罗湖区摩发艺站美发店(张建国),396,
1.SZ0275,SZ0275,深圳市罗湖区千纤丝语美发店,客户---1.SZ0275---深圳市罗湖区千纤丝语美发店,1.SZ0275001,SZ0275001,千纤丝语美发店,客户---1.SZ0275001---千纤丝语美发店,,吴政光,深圳,440303201412002201,深圳市罗湖区千纤丝语美发店(吴政光),225,
1.SZ0276,SZ0276,深圳市罗湖区沙龙发型松园店,客户---1.SZ0276---深圳市罗湖区沙龙发型松园店,1.SZ0276001,SZ0276001,尼奥（白石洲店）,客户---1.SZ0276001---尼奥（白石洲店）,,曹先平,深圳,440305201412004201,深圳市罗湖区沙龙发型松园店(曹先平),184,
1.SZ0276,SZ0276,深圳市罗湖区沙龙发型松园店,客户---1.SZ0276---深圳市罗湖区沙龙发型松园店,1.SZ0276002,SZ0276002,尼奥（布吉一店）,客户---1.SZ0276002---尼奥（布吉一店）,,曹先平,深圳,440305201412004201,深圳市罗湖区沙龙发型松园店(曹先平),185,
1.SZ0276,SZ0276,深圳市罗湖区沙龙发型松园店,客户---1.SZ0276---深圳市罗湖区沙龙发型松园店,1.SZ0276003,SZ0276003,尼奥（布吉二店）,客户---1.SZ0276003---尼奥（布吉二店）,,曹先平,深圳,440305201412004201,深圳市罗湖区沙龙发型松园店(曹先平),186,
1.SZ0276,SZ0276,深圳市罗湖区沙龙发型松园店,客户---1.SZ0276---深圳市罗湖区沙龙发型松园店,1.SZ0276004,SZ0276004,尼奥（松园路）,客户---1.SZ0276004---尼奥（松园路）,,曹先平,深圳,440305201412004201,深圳市罗湖区沙龙发型松园店(曹先平),187,
1.SZ0276,SZ0276,深圳市罗湖区沙龙发型松园店,客户---1.SZ0276---深圳市罗湖区沙龙发型松园店,1.SZ0276005,SZ0276005,阳光美业（沙头店）,客户---1.SZ0276005---阳光美业（沙头店）,,曹先平,深圳,440305201412004201,深圳市罗湖区沙龙发型松园店(曹先平),188,
1.SZ0276,SZ0276,深圳市罗湖区沙龙发型松园店,客户---1.SZ0276---深圳市罗湖区沙龙发型松园店,1.SZ0276006,SZ0276006,阳光美业（沙嘴店）,客户---1.SZ0276006---阳光美业（沙嘴店）,,曹先平,深圳,440305201412004201,深圳市罗湖区沙龙发型松园店(曹先平),189,
1.SZ0277,SZ0277,深圳市罗湖区莎莎发型工作室,客户---1.SZ0277---深圳市罗湖区莎莎发型工作室,1.SZ0277001,SZ0277001,莎hair发型工作室,客户---1.SZ0277001---莎hair发型工作室,,杨先发,深圳,440303201412001601,深圳市罗湖区莎莎发型工作室(杨先发),156,
1.SZ0278,SZ0278,深圳市罗湖区尚发美发店,客户---1.SZ0278---深圳市罗湖区尚发美发店,1.SZ0278001,SZ0278001,尚Hair（KKMALL店）,客户---1.SZ0278001---尚Hair（KKMALL店）,,张见平,深圳,440303201501000301,深圳市罗湖区尚发美发店,576,
1.SZ0279,SZ0279,深圳市罗湖区时代美容美发店,客户---1.SZ0279---深圳市罗湖区时代美容美发店,1.SZ0279001,SZ0279001,时尚造型,客户---1.SZ0279001---时尚造型,,陆少妹,深圳,440303201501000901,深圳市罗湖区时代美容美发店(陆少妹),624,
1.SZ0280,SZ0280,深圳市罗湖区首之艺理发店,客户---1.SZ0280---深圳市罗湖区首之艺理发店,1.SZ0280001,SZ0280001,首艺造型（莲塘店）,客户---1.SZ0280001---首艺造型（莲塘店）,,林仲廉,深圳,4403032015050001,深圳市罗湖区首之艺理发店（林仲廉）,794,
1.SZ0281,SZ0281,深圳市罗湖区丝卡美发店,客户---1.SZ0281---深圳市罗湖区丝卡美发店,1.SZ0281001,SZ0281001,SK美发沙龙,客户---1.SZ0281001---SK美发沙龙,,谭钢虎,深圳,440303201412003101,深圳市罗湖区丝卡美发店(谭钢虎),314,
1.SZ0282,SZ0282,深圳市罗湖区丝凯美发店,客户---1.SZ0282---深圳市罗湖区丝凯美发店,1.SZ0282001,SZ0282001,SK（东乐店）,客户---1.SZ0282001---SK（东乐店）,,郑文淦,深圳,440303201412002401,深圳市罗湖区丝凯美发店(郑文淦),233,
1.SZ0283,SZ0283,深圳市罗湖区丝派卡其美发店,客户---1.SZ0283---深圳市罗湖区丝派卡其美发店,1.SZ0283001,SZ0283001,百悦美邦,客户---1.SZ0283001---百悦美邦,,肖玉成,深圳,440303201412000701,深圳市罗湖区丝派卡其美发店(肖玉成),129,
1.SZ0284,SZ0284,深圳市罗湖区丝绎美发中心,客户---1.SZ0284---深圳市罗湖区丝绎美发中心,1.SZ0284001,SZ0284001,丝绎美发中心（翠竹北店）,客户---1.SZ0284001---丝绎美发中心（翠竹北店）,,张恩江,深圳,440303201412001701,深圳市罗湖区丝绎美发中心(张恩江),164,
1.SZ0284,SZ0284,深圳市罗湖区丝绎美发中心,客户---1.SZ0284---深圳市罗湖区丝绎美发中心,1.SZ0284002,SZ0284002,丝绎美发中心（翠竹路店）,客户---1.SZ0284002---丝绎美发中心（翠竹路店）,,张恩江,深圳,440303201412001701,深圳市罗湖区丝绎美发中心(张恩江),165,
1.SZ0285,SZ0285,深圳市罗湖区显然美发形象设计室,客户---1.SZ0285---深圳市罗湖区显然美发形象设计室,1.SZ0285001,SZ0285001,显然美发,客户---1.SZ0285001---显然美发,,程妃产,深圳,440303201412000401,深圳市罗湖区显然美发形象设计室(程妃产),111,
1.SZ0286,SZ0286,深圳市罗湖区小白发艺店,客户---1.SZ0286---深圳市罗湖区小白发艺店,1.SZ0286001,SZ0286001,小白发艺店（罗湖店）,客户---1.SZ0286001---小白发艺店（罗湖店）,,孙玮,深圳,440303201412000501,深圳市罗湖区小白发艺店,124,
1.SZ0287,SZ0287,深圳市罗湖区小柠檬,客户---1.SZ0287---深圳市罗湖区小柠檬,1.SZ0287001,SZ0287001,星期八（黄贝岭店）,客户---1.SZ0287001---星期八（黄贝岭店）,,林益清,深圳,440303201412003201,深圳市罗湖区小柠檬(林益清),340,
1.SZ0287,SZ0287,深圳市罗湖区小柠檬,客户---1.SZ0287---深圳市罗湖区小柠檬,1.SZ0287002,SZ0287002,星期八（峰景台店）,客户---1.SZ0287002---星期八（峰景台店）,,林益清,深圳,440303201412003201,深圳市罗湖区小柠檬(林益清),342,
1.SZ0287,SZ0287,深圳市罗湖区小柠檬,客户---1.SZ0287---深圳市罗湖区小柠檬,1.SZ0287003,SZ0287003,星期八（玉龙店）,客户---1.SZ0287003---星期八（玉龙店）,,林益清,深圳,440303201412003201,深圳市罗湖区小柠檬(林益清),344,
1.SZ0287,SZ0287,深圳市罗湖区小柠檬,客户---1.SZ0287---深圳市罗湖区小柠檬,1.SZ0287004,SZ0287004,星期八发型（草埔店）,客户---1.SZ0287004---星期八发型（草埔店）,,林益清,深圳,440303201412003201,深圳市罗湖区小柠檬(林益清),346,
1.SZ0287,SZ0287,深圳市罗湖区小柠檬,客户---1.SZ0287---深圳市罗湖区小柠檬,1.SZ0287005,SZ0287005,星期八（景田店）,客户---1.SZ0287005---星期八（景田店）,,林益清,深圳,440303201412003201,深圳市罗湖区小柠檬(林益清),347,
1.SZ0287,SZ0287,深圳市罗湖区小柠檬,客户---1.SZ0287---深圳市罗湖区小柠檬,1.SZ0287006,SZ0287006,星期八（梅林店),客户---1.SZ0287006---星期八（梅林店),,林益清,深圳,440303201412003201,深圳市罗湖区小柠檬(林益清),348,
1.SZ0288,SZ0288,深圳市罗湖区新鑫美容美发中心,客户---1.SZ0288---深圳市罗湖区新鑫美容美发中心,1.SZ0288001,SZ0288001,新鑫护肤造型（翠竹店）,客户---1.SZ0288001---新鑫护肤造型（翠竹店）,,叶正好,深圳,440303201412002601,深圳市罗湖区新鑫美容美发中心(叶正好),244,
1.SZ0289,SZ0289,深圳市罗湖区新雪天使美容店,客户---1.SZ0289---深圳市罗湖区新雪天使美容店,1.SZ0289001,SZ0289001,三品皇家SPA会所,客户---1.SZ0289001---三品皇家SPA会所,,潘文珍,深圳,440303201412003001,深圳市罗湖区新雪天使美容店(潘文珍),299,
1.SZ0289,SZ0289,深圳市罗湖区新雪天使美容店,客户---1.SZ0289---深圳市罗湖区新雪天使美容店,1.SZ0289002,SZ0289002,水木芳华美容院（百莲凯SPA养生馆）,客户---1.SZ0289002---水木芳华美容院（百莲凯SPA养生馆）,,潘文珍,深圳,440303201412003001,深圳市罗湖区新雪天使美容店(潘文珍),336,
1.SZ0290,SZ0290,深圳市罗湖区伊索美发店,客户---1.SZ0290---深圳市罗湖区伊索美发店,1.SZ0290001,SZ0290001,伊索,客户---1.SZ0290001---伊索,,杨超,深圳,440303201412001301,深圳市罗湖区伊索美发店,147,
1.SZ0291,SZ0291,深圳市罗湖区艺流美容美发店,客户---1.SZ0291---深圳市罗湖区艺流美容美发店,1.SZ0291001,SZ0291001,艺流美容美发,客户---1.SZ0291001---艺流美容美发,,郑传宝,深圳,440303201412002301,深圳市罗湖区艺流美容美发店(郑传宝),231,
1.SZ0292,SZ0292,深圳市罗湖区艺手遮天美发店,客户---1.SZ0292---深圳市罗湖区艺手遮天美发店,1.SZ0292001,SZ0292001,艺手遮天,客户---1.SZ0292001---艺手遮天,,邓日升,深圳,440303201412000801,深圳市罗湖区艺手遮天美发店(邓日升),130,
1.SZ0293,SZ0293,深圳市罗湖区羽一私家美发店,客户---1.SZ0293---深圳市罗湖区羽一私家美发店,1.SZ0293001,SZ0293001,羽一私家,客户---1.SZ0293001---羽一私家,,刘志棠,深圳,440303201412000901,深圳市罗湖区羽一私家美发店(刘志棠),133,
1.SZ0294,SZ0294,深圳市罗湖区源美天使发型设计中心,客户---1.SZ0294---深圳市罗湖区源美天使发型设计中心,1.SZ0294001,SZ0294001,源美天使,客户---1.SZ0294001---源美天使,,郑堪石,深圳,440303201501000201,深圳市罗湖区源美天使发型设计中心(郑堪石),567,
1.SZ0295,SZ0295,深圳市罗湖区主格调美发店,客户---1.SZ0295---深圳市罗湖区主格调美发店,1.SZ0295001,SZ0295001,主格调发型连锁,客户---1.SZ0295001---主格调发型连锁,,熊涛,深圳,440303201501000101,深圳市罗湖区主格调美发店(熊涛),533,
1.SZ0295,SZ0295,深圳市罗湖区主格调美发店,客户---1.SZ0295---深圳市罗湖区主格调美发店,1.SZ0295002,SZ0295002,主格调,客户---1.SZ0295002---主格调,,熊涛,深圳,440303201501000101,深圳市罗湖区主格调美发店(熊涛),534,
1.SZ0296,SZ0296,深圳市罗湖区主流发型创作中心,客户---1.SZ0296---深圳市罗湖区主流发型创作中心,1.SZ0296001,SZ0296001,主流（罗湖店）,客户---1.SZ0296001---主流（罗湖店）,,彭靖,深圳,440303201412000601,深圳市罗湖区主流发型创作中心(彭靖),126,
