商户编号K3,商户编号,商户名称,,店铺编号K3,店铺编号,店铺名称,,店铺类型,联系人,城市,原商户编号K3,原商户名称K3,原店铺编号CRM,备注
1.SZ0211,SZ0211,深圳市龙岗区联兴后街男孩美发店,客户---1.SZ0211---深圳市龙岗区联兴后街男孩美发店,1.SZ0211001,SZ0211001,后街男孩同乐店,客户---1.SZ0211001---后街男孩同乐店,,程小东,深圳,440307201501003001,深圳市龙岗区联兴后街男孩美发店(程小东),617,
1.SZ0211,SZ0211,深圳市龙岗区联兴后街男孩美发店,客户---1.SZ0211---深圳市龙岗区联兴后街男孩美发店,1.SZ0211002,SZ0211002,后街男孩义乌店,客户---1.SZ0211002---后街男孩义乌店,,程小东,深圳,440307201501003001,深圳市龙岗区联兴后街男孩美发店(程小东),620,
1.SZ0212,SZ0212,深圳市龙岗区林六首艺理发店,客户---1.SZ0212---深圳市龙岗区林六首艺理发店,1.SZ0212001,SZ0212001,首艺造型（爱联店）,客户---1.SZ0212001---首艺造型（爱联店）,,吉明,深圳,440307201501003501,深圳市龙岗区林六首艺理发店(吉明),665,
1.SZ0213,SZ0213,深圳市龙岗区林五首艺理发店,客户---1.SZ0213---深圳市龙岗区林五首艺理发店,1.SZ0213001,SZ0213001,首艺造型（宝龙花园店）,客户---1.SZ0213001---首艺造型（宝龙花园店）,,杨明亮,深圳,440307201501003801,深圳市龙岗区林五首艺理发店(杨明亮),666,
1.SZ0214,SZ0214,深圳市龙岗区六约艺轩美容美发店,客户---1.SZ0214---深圳市龙岗区六约艺轩美容美发店,1.SZ0214001,SZ0214001,ICS艺轩,客户---1.SZ0214001---ICS艺轩,,徐玉波,深圳,440307201501000201,深圳市龙岗区六约艺轩美容美发店(徐玉波),506,
1.SZ0215,SZ0215,深圳市龙岗区龙岗一木造型护肤会所,客户---1.SZ0215---深圳市龙岗区龙岗一木造型护肤会所,1.SZ0215001,SZ0215001,一木造型,客户---1.SZ0215001---一木造型,,陈珍珍,深圳,440307201501002401,深圳市龙岗区龙岗一木造型护肤会所(陈珍珍),594,
1.SZ0216,SZ0216,深圳市龙岗区玛莎蒂美容美发店,客户---1.SZ0216---深圳市龙岗区玛莎蒂美容美发店,1.SZ0216001,SZ0216001,玛莎蒂专业造型美容会所,客户---1.SZ0216001---玛莎蒂专业造型美容会所,,刘龙,深圳,440307201501000601,深圳市龙岗区玛莎蒂美容美发店(刘龙),543,
1.SZ0217,SZ0217,深圳市龙岗区曼莎美容美发店,客户---1.SZ0217---深圳市龙岗区曼莎美容美发店,1.SZ0217001,SZ0217001,曼莎美容美发,客户---1.SZ0217001---曼莎美容美发,,戴旭峰,深圳,440307201501003701,深圳市龙岗区曼莎美容美发店(戴旭峰),668,
1.SZ0218,SZ0218,深圳市龙岗区美丽华名尚美容美发,客户---1.SZ0218---深圳市龙岗区美丽华名尚美容美发,1.SZ0218001,SZ0218001,美丽华,客户---1.SZ0218001---美丽华,,吴辉,深圳,440307201412001001,深圳市龙岗区美丽华名尚美容美发(吴辉),372,
1.SZ0219,SZ0219,深圳市龙岗区魅力嘉宾理发店,客户---1.SZ0219---深圳市龙岗区魅力嘉宾理发店,1.SZ0219001,SZ0219001,魅力嘉宾,客户---1.SZ0219001---魅力嘉宾,,黄文展,深圳,440307201501003601,深圳市龙岗区魅力嘉宾理发店(黄文展),672,
1.SZ0220,SZ0220,深圳市龙岗区名丝美容馆,客户---1.SZ0220---深圳市龙岗区名丝美容馆,1.SZ0220001,SZ0220001,巴黎形象顾问,客户---1.SZ0220001---巴黎形象顾问,,彭书朋,深圳,440307201501004301,深圳市龙岗区名丝美容馆(彭书明),740,
1.SZ0221,SZ0221,深圳市龙岗区南湾宝贝蒙时光发艺沙龙,客户---1.SZ0221---深圳市龙岗区南湾宝贝蒙时光发艺沙龙,1.SZ0221001,SZ0221001,宝贝蒙,客户---1.SZ0221001---宝贝蒙,,张立国,深圳,440307201501000901,深圳市龙岗区南湾宝贝蒙时光发艺沙龙(张立国),553,
1.SZ0222,SZ0222,深圳市龙岗区南湾本色发想空间美容美发休闲中心,客户---1.SZ0222---深圳市龙岗区南湾本色发想空间美容美发休闲中心,1.SZ0222001,SZ0222001,本色发想空间美发沙龙,客户---1.SZ0222001---本色发想空间美发沙龙,,韩光友,深圳,440307201501004401,深圳市龙岗区南湾本色发想空间美容美发休闲中心(韩光友),769,
1.SZ0223,SZ0223,深圳市龙岗区南湾潮流理发店,客户---1.SZ0223---深圳市龙岗区南湾潮流理发店,1.SZ0223001,SZ0223001,欧漫,客户---1.SZ0223001---欧漫,,卢小平,深圳,440307201501000802,深圳市龙岗区南湾潮流理发店（卢小平）,551,
1.SZ0224,SZ0224,深圳市龙岗区平湖铭剪坊理发店,客户---1.SZ0224---深圳市龙岗区平湖铭剪坊理发店,1.SZ0224001,SZ0224001,名剪坊（二分店）,客户---1.SZ0224001---名剪坊（二分店）,,欧志杰,深圳,440307201501001401,深圳市龙岗区平湖铭剪坊理发店(欧志杰),564,
1.SZ0224,SZ0224,深圳市龙岗区平湖铭剪坊理发店,客户---1.SZ0224---深圳市龙岗区平湖铭剪坊理发店,1.SZ0224002,SZ0224002,名剪坊（十二分店）,客户---1.SZ0224002---名剪坊（十二分店）,,欧志杰,深圳,440307201501001401,深圳市龙岗区平湖铭剪坊理发店(欧志杰),565,
1.SZ0224,SZ0224,深圳市龙岗区平湖铭剪坊理发店,客户---1.SZ0224---深圳市龙岗区平湖铭剪坊理发店,1.SZ0224003,SZ0224003,名剪坊（十五分店）,客户---1.SZ0224003---名剪坊（十五分店）,,欧志杰,深圳,440307201501001401,深圳市龙岗区平湖铭剪坊理发店(欧志杰),566,
1.SZ0224,SZ0224,深圳市龙岗区平湖铭剪坊理发店,客户---1.SZ0224---深圳市龙岗区平湖铭剪坊理发店,1.SZ0224004,SZ0224004,齐创（十六分店）,客户---1.SZ0224004---齐创（十六分店）,,欧志杰,深圳,440307201501001401,深圳市龙岗区平湖铭剪坊理发店(欧志杰),569,
1.SZ0225,SZ0225,深圳市龙岗区平湖三点一四理发店,客户---1.SZ0225---深圳市龙岗区平湖三点一四理发店,1.SZ0225001,SZ0225001,三点一四美容美发,客户---1.SZ0225001---三点一四美容美发,,朱洪松,深圳,440307201501002101,深圳市龙岗区平湖三点一四理发店(朱洪松),591,
1.SZ0226,SZ0226,深圳市龙岗区上城上美容美发店,客户---1.SZ0226---深圳市龙岗区上城上美容美发店,1.SZ0226001,SZ0226001,上上美容美发,客户---1.SZ0226001---上上美容美发,,李海杰,深圳,440307201501003901,深圳市龙岗区上城上美容美发店(李海杰),688,
1.SZ0227,SZ0227,深圳市龙岗区尚美形象理发店,客户---1.SZ0227---深圳市龙岗区尚美形象理发店,1.SZ0227001,SZ0227001,简fashion（可园分店）,客户---1.SZ0227001---简fashion（可园分店）,,郑健,深圳,440307201501002301,深圳市龙岗区尚美形象理发店(郑健),593,
1.SZ0227,SZ0227,深圳市龙岗区尚美形象理发店,客户---1.SZ0227---深圳市龙岗区尚美形象理发店,1.SZ0227002,SZ0227002,简fashion（东大街分店）,客户---1.SZ0227002---简fashion（东大街分店）,,郑健,深圳,440307201501002301,深圳市龙岗区尚美形象理发店(郑健),595,
1.SZ0228,SZ0228,深圳市龙岗区舒沁名城美发店,客户---1.SZ0228---深圳市龙岗区舒沁名城美发店,1.SZ0228001,SZ0228001,舒沁名城美容美发,客户---1.SZ0228001---舒沁名城美容美发,,付丽芳,深圳,440307201412000301,深圳市龙岗区舒沁名城美发店(付丽芳),190,
1.SZ0229,SZ0229,深圳市龙岗区水瓶座理发店,客户---1.SZ0229---深圳市龙岗区水瓶座理发店,1.SZ0229001,SZ0229001,水瓶座发社,客户---1.SZ0229001---水瓶座发社,,邓竹灵,深圳,440307201501004501,深圳市龙岗区水瓶座理发店(邓竹灵),770,
1.SZ0230,SZ0230,深圳市龙岗区天上人间美容店,客户---1.SZ0230---深圳市龙岗区天上人间美容店,1.SZ0230001,SZ0230001,天上人间,客户---1.SZ0230001---天上人间,,周芹荣,深圳,440307201501002501,深圳市龙岗区天上人间美容店,602,
1.SZ0231,SZ0231,深圳市龙岗区西文造型美发室,客户---1.SZ0231---深圳市龙岗区西文造型美发室,1.SZ0231001,SZ0231001,西wen造型,客户---1.SZ0231001---西wen造型,,吴大亮,深圳,440307201412001901,深圳市龙岗区西文造型美发室(吴大亮),420,
1.SZ0232,SZ0232,深圳市龙岗区馨娜娜美发厅,客户---1.SZ0232---深圳市龙岗区馨娜娜美发厅,1.SZ0232001,SZ0232001,娜娜（龙岗店）,客户---1.SZ0232001---娜娜（龙岗店）,,姚雄,深圳,440307201501004001,深圳市龙岗区馨娜娜美发厅（姚雄）,735,
1.SZ0233,SZ0233,深圳市龙岗区鑫柏美美发店,客户---1.SZ0233---深圳市龙岗区鑫柏美美发店,1.SZ0233001,SZ0233001,柏美发型连锁,客户---1.SZ0233001---柏美发型连锁,,唐开军,深圳,440307201412000601,深圳市龙岗区鑫柏美美发店(唐开军),368,
1.SZ0234,SZ0234,深圳市龙岗区伊尚发理发店,客户---1.SZ0234---深圳市龙岗区伊尚发理发店,1.SZ0234001,SZ0234001,伊尚（八分店）,客户---1.SZ0234001---伊尚（八分店）,,陈伯,深圳,440307201501001601,深圳市龙岗区伊尚发理发店(陈伯),578,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235001,SZ0235001,128美发连锁（民乐万家店）,客户---1.SZ0235001---128美发连锁（民乐万家店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),464,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235002,SZ0235002,128美发连锁（民乐二店）,客户---1.SZ0235002---128美发连锁（民乐二店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),465,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235003,SZ0235003,128美发连锁（荣群店）,客户---1.SZ0235003---128美发连锁（荣群店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),466,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235004,SZ0235004,128美发连锁（上雪店）,客户---1.SZ0235004---128美发连锁（上雪店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),467,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235005,SZ0235005,128美发连锁（民营市场店）,客户---1.SZ0235005---128美发连锁（民营市场店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),468,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235006,SZ0235006,128美发连锁（天虹店）,客户---1.SZ0235006---128美发连锁（天虹店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),469,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235007,SZ0235007,128美发连锁（上塘店）,客户---1.SZ0235007---128美发连锁（上塘店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),470,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235008,SZ0235008,128美发连锁（大新店）,客户---1.SZ0235008---128美发连锁（大新店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),471,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235009,SZ0235009,128美发连锁（杨美店）,客户---1.SZ0235009---128美发连锁（杨美店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),472,
1.SZ0235,SZ0235,深圳市龙岗区壹贰捌美发机构,客户---1.SZ0235---深圳市龙岗区壹贰捌美发机构,1.SZ0235010,SZ0235010,128美发连锁（上水径店）,客户---1.SZ0235010---128美发连锁（上水径店）,,郑良辉,深圳,440307201501000501,深圳市龙岗区壹贰捌美发机构(郑良辉),473,
1.SZ0236,SZ0236,深圳市龙岗区艺美伦造型美发店,客户---1.SZ0236---深圳市龙岗区艺美伦造型美发店,1.SZ0236001,SZ0236001,美伦造型,客户---1.SZ0236001---美伦造型,,蔡兴军,深圳,440307201412001701,深圳市龙岗区艺美伦造型美发店(蔡兴军),405,
1.SZ0237,SZ0237,深圳市龙岗区尊品美容美发店,客户---1.SZ0237---深圳市龙岗区尊品美容美发店,1.SZ0237001,SZ0237001,尊品,客户---1.SZ0237001---尊品,,陈小木,深圳,440307201412000801,深圳市龙岗区尊品美容美发店(陈小木),370,
1.SZ0238,SZ0238,深圳市龙华新区大浪诗曼都美发店,客户---1.SZ0238---深圳市龙华新区大浪诗曼都美发店,1.SZ0238001,SZ0238001,曼都烫染连锁,客户---1.SZ0238001---曼都烫染连锁,,赵有坤,深圳,440306201501004301,深圳市龙华新区大浪诗曼都美发店(赵有坤),623,
1.SZ0239,SZ0239,深圳市龙华新区大浪佐尚美发店,客户---1.SZ0239---深圳市龙华新区大浪佐尚美发店,1.SZ0239001,SZ0239001,佐尚,客户---1.SZ0239001---佐尚,,龙伟,深圳,440306201501001301,深圳市龙华新区大浪佐尚美发店(龙伟),502,
1.SZ0240,SZ0240,深圳市龙华新区观澜健华艺理发店,客户---1.SZ0240---深圳市龙华新区观澜健华艺理发店,1.SZ0240001,SZ0240001,HK护肤造型养生（银河新村店）,客户---1.SZ0240001---HK护肤造型养生（银河新村店）,,叶雄生,深圳,440306201501001801,深圳市龙华新区观澜健华艺理发店(叶雄生),448,
1.SZ0240,SZ0240,深圳市龙华新区观澜健华艺理发店,客户---1.SZ0240---深圳市龙华新区观澜健华艺理发店,1.SZ0240002,SZ0240002,HK护肤造型养生（食品路店）,客户---1.SZ0240002---HK护肤造型养生（食品路店）,,叶雄生,深圳,440306201501001801,深圳市龙华新区观澜健华艺理发店(叶雄生),449,
1.SZ0240,SZ0240,深圳市龙华新区观澜健华艺理发店,客户---1.SZ0240---深圳市龙华新区观澜健华艺理发店,1.SZ0240003,SZ0240003,HK形象设计典范,客户---1.SZ0240003---HK形象设计典范,,叶雄生,深圳,440306201501001801,深圳市龙华新区观澜健华艺理发店(叶雄生),450,
1.SZ0241,SZ0241,深圳市龙华新区观澜尚品美发店,客户---1.SZ0241---深圳市龙华新区观澜尚品美发店,1.SZ0241001,SZ0241001,尚品,客户---1.SZ0241001---尚品,,吴少东,深圳,440306201412000601,深圳市龙华新区观澜尚品美发店(吴少东),171,
1.SZ0242,SZ0242,深圳市龙华新区龙华柏錡美容美发店,客户---1.SZ0242---深圳市龙华新区龙华柏錡美容美发店,1.SZ0242001,SZ0242001,博錡美容美发店（中环路店）,客户---1.SZ0242001---博錡美容美发店（中环路店）,,周保兰,深圳,440306201412004501,深圳市龙华新区龙华柏錡美容美发店(周保兰),305,
1.SZ0242,SZ0242,深圳市龙华新区龙华柏錡美容美发店,客户---1.SZ0242---深圳市龙华新区龙华柏錡美容美发店,1.SZ0242002,SZ0242002,博錡美容美发店（锦绣御园店）,客户---1.SZ0242002---博錡美容美发店（锦绣御园店）,,周保兰,深圳,440306201412004501,深圳市龙华新区龙华柏錡美容美发店(周保兰),306,
1.SZ0242,SZ0242,深圳市龙华新区龙华柏錡美容美发店,客户---1.SZ0242---深圳市龙华新区龙华柏錡美容美发店,1.SZ0242003,SZ0242003,博錡美容美发店（民治店）,客户---1.SZ0242003---博錡美容美发店（民治店）,,周保兰,深圳,440306201412004501,深圳市龙华新区龙华柏錡美容美发店(周保兰),307,
1.SZ0243,SZ0243,深圳市龙华新区龙华华美理发店,客户---1.SZ0243---深圳市龙华新区龙华华美理发店,1.SZ0243001,SZ0243001,华美造形（总店）,客户---1.SZ0243001---华美造形（总店）,,吴春阳,深圳,440306201501000701,深圳市龙华新区龙华华美理发店(吴春阳),430,
1.SZ0243,SZ0243,深圳市龙华新区龙华华美理发店,客户---1.SZ0243---深圳市龙华新区龙华华美理发店,1.SZ0243002,SZ0243002,华美造形（时尚店）,客户---1.SZ0243002---华美造形（时尚店）,,吴春阳,深圳,440306201501000701,深圳市龙华新区龙华华美理发店(吴春阳),431,
1.SZ0244,SZ0244,深圳市龙华新区龙华卡美形象美发设计店,客户---1.SZ0244---深圳市龙华新区龙华卡美形象美发设计店,1.SZ0244001,SZ0244001,CC●莱微尔,客户---1.SZ0244001---CC●莱微尔,,杨欢,深圳,440306201501003601,深圳市龙华新区龙华卡美形象美发设计店(杨欢),587,
1.SZ0245,SZ0245,深圳市龙华新区龙华尚戏造型美容美发店,客户---1.SZ0245---深圳市龙华新区龙华尚戏造型美容美发店,1.SZ0245001,SZ0245001,尚戏造型,客户---1.SZ0245001---尚戏造型,,望运淼,深圳,440306201412003501,深圳市龙华新区龙华尚戏造型美容美发店(望运淼),272,
1.SZ0246,SZ0246,深圳市龙华新区民治创业花园丝丝如艺美发店,客户---1.SZ0246---深圳市龙华新区民治创业花园丝丝如艺美发店,1.SZ0246001,SZ0246001,丝丝如艺发型,客户---1.SZ0246001---丝丝如艺发型,,李磊,深圳,440307201412000701,深圳市龙华新区民治创业花园丝丝如艺美发店(李磊),369,
1.SZ0247,SZ0247,深圳市龙华新区民治东方名店,客户---1.SZ0247---深圳市龙华新区民治东方名店,1.SZ0247001,SZ0247001,东方名店,客户---1.SZ0247001---东方名店,,周凌邦,深圳,440306201501003101,深圳市龙华新区民治东方名店(周凌邦),575,
1.SZ0248,SZ0248,深圳市龙华新区民治极美美容美发店,客户---1.SZ0248---深圳市龙华新区民治极美美容美发店,1.SZ0248001,SZ0248001,美极美容美发,客户---1.SZ0248001---美极美容美发,,黄力漫,深圳,440306201501003001,深圳市龙华新区民治极美美容美发店(黄力漫),574,
1.SZ0249,SZ0249,深圳市龙华新区民治杰匠理发店,客户---1.SZ0249---深圳市龙华新区民治杰匠理发店,1.SZ0249001,SZ0249001,杰匠,客户---1.SZ0249001---杰匠,,刘银海,深圳,440306201501002101,深圳市龙华新区民治杰匠理发店(刘银海),546,
1.SZ0250,SZ0250,深圳市龙华新区民治快乐造型美发店,客户---1.SZ0250---深圳市龙华新区民治快乐造型美发店,1.SZ0250001,SZ0250001,快乐造型,客户---1.SZ0250001---快乐造型,,黄明海,深圳,440306201412004601,深圳市龙华新区民治快乐造型美发店(黄明海),308,
1.SZ0251,SZ0251,深圳市龙华新区民治名轩美发店,客户---1.SZ0251---深圳市龙华新区民治名轩美发店,1.SZ0251001,SZ0251001,名轩美发,客户---1.SZ0251001---名轩美发,,肖陵群,深圳,440306201412003701,深圳市龙华新区民治名轩美发店(肖陵群),282,
1.SZ0252,SZ0252,深圳市龙华新区民治踢派发型工作室,客户---1.SZ0252---深圳市龙华新区民治踢派发型工作室,1.SZ0252001,SZ0252001,T派工作室,客户---1.SZ0252001---T派工作室,,王钦勇,深圳,440306201412003601,深圳市龙华新区民治踢派发型工作室(王钦勇),278,
1.SZ0253,SZ0253,深圳市龙华新区民治新东尼造型美发店,客户---1.SZ0253---深圳市龙华新区民治新东尼造型美发店,1.SZ0253001,SZ0253001,东尼造型（1店）,客户---1.SZ0253001---东尼造型（1店）,,姜财华,深圳,440306201501002901,深圳市龙华新区民治新东尼造型美发店(姜财华),570,
1.SZ0253,SZ0253,深圳市龙华新区民治新东尼造型美发店,客户---1.SZ0253---深圳市龙华新区民治新东尼造型美发店,1.SZ0253002,SZ0253002,东尼造型（2店）,客户---1.SZ0253002---东尼造型（2店）,,姜财华,深圳,440306201501002901,深圳市龙华新区民治新东尼造型美发店(姜财华),572,
1.SZ0254,SZ0254,深圳市龙华新区民治轩尼丝美发店,客户---1.SZ0254---深圳市龙华新区民治轩尼丝美发店,1.SZ0254001,SZ0254001,轩尼丝发型（万家灯火店）,客户---1.SZ0254001---轩尼丝发型（万家灯火店）,,熊映辉,深圳,440306201501000401,深圳市龙华新区民治轩尼丝美发店(熊映辉),456,
1.SZ0254,SZ0254,深圳市龙华新区民治轩尼丝美发店,客户---1.SZ0254---深圳市龙华新区民治轩尼丝美发店,1.SZ0254002,SZ0254002,轩尼丝发型（北站店）,客户---1.SZ0254002---轩尼丝发型（北站店）,,熊映辉,深圳,440306201501000401,深圳市龙华新区民治轩尼丝美发店(熊映辉),457,
1.SZ0254,SZ0254,深圳市龙华新区民治轩尼丝美发店,客户---1.SZ0254---深圳市龙华新区民治轩尼丝美发店,1.SZ0254003,SZ0254003,轩尼丝发型（金域华府店）,客户---1.SZ0254003---轩尼丝发型（金域华府店）,,熊映辉,深圳,440306201501000401,深圳市龙华新区民治轩尼丝美发店(熊映辉),458,
1.SZ0254,SZ0254,深圳市龙华新区民治轩尼丝美发店,客户---1.SZ0254---深圳市龙华新区民治轩尼丝美发店,1.SZ0254004,SZ0254004,轩尼丝发型（榕苑店）,客户---1.SZ0254004---轩尼丝发型（榕苑店）,,熊映辉,深圳,440306201501000401,深圳市龙华新区民治轩尼丝美发店(熊映辉),459,
1.SZ0254,SZ0254,深圳市龙华新区民治轩尼丝美发店,客户---1.SZ0254---深圳市龙华新区民治轩尼丝美发店,1.SZ0254005,SZ0254005,轩尼丝发型（白石龙地铁店）,客户---1.SZ0254005---轩尼丝发型（白石龙地铁店）,,熊映辉,深圳,440306201501000401,深圳市龙华新区民治轩尼丝美发店(熊映辉),460,
1.SZ0254,SZ0254,深圳市龙华新区民治轩尼丝美发店,客户---1.SZ0254---深圳市龙华新区民治轩尼丝美发店,1.SZ0254006,SZ0254006,轩尼丝发型（潜龙花园店）,客户---1.SZ0254006---轩尼丝发型（潜龙花园店）,,熊映辉,深圳,440306201501000401,深圳市龙华新区民治轩尼丝美发店(熊映辉),461,
1.SZ0254,SZ0254,深圳市龙华新区民治轩尼丝美发店,客户---1.SZ0254---深圳市龙华新区民治轩尼丝美发店,1.SZ0254007,SZ0254007,轩尼丝发型（横岭天虹店),客户---1.SZ0254007---轩尼丝发型（横岭天虹店),,熊映辉,深圳,440306201501000401,深圳市龙华新区民治轩尼丝美发店(熊映辉),462,
1.SZ0254,SZ0254,深圳市龙华新区民治轩尼丝美发店,客户---1.SZ0254---深圳市龙华新区民治轩尼丝美发店,1.SZ0254008,SZ0254008,轩尼丝发型（民康路口店）,客户---1.SZ0254008---轩尼丝发型（民康路口店）,,熊映辉,深圳,440306201501000401,深圳市龙华新区民治轩尼丝美发店(熊映辉),463,
1.SZ0255,SZ0255,深圳市龙华新区田野美容美发店,客户---1.SZ0255---深圳市龙华新区田野美容美发店,1.SZ0255001,SZ0255001,田野美容美发,客户---1.SZ0255001---田野美容美发,,胡洧,深圳,440306201501002401,深圳市龙华新区田野美容美发店(胡洧),555,
1.SZ0256,SZ0256,深圳市龙华新区学良风格一族理发店,客户---1.SZ0256---深圳市龙华新区学良风格一族理发店,1.SZ0256001,SZ0256001,风格一族（四店）,客户---1.SZ0256001---风格一族（四店）,,温学良,深圳,440306201412004701,深圳市龙华新区学良风格一族理发店(温学良),313,
1.SZ0256,SZ0256,深圳市龙华新区学良风格一族理发店,客户---1.SZ0256---深圳市龙华新区学良风格一族理发店,1.SZ0256002,SZ0256002,风格一族（五店）,客户---1.SZ0256002---风格一族（五店）,,温学良,深圳,440306201412004701,深圳市龙华新区学良风格一族理发店(温学良),315,
1.SZ0256,SZ0256,深圳市龙华新区学良风格一族理发店,客户---1.SZ0256---深圳市龙华新区学良风格一族理发店,1.SZ0256003,SZ0256003,风格一族（八店）,客户---1.SZ0256003---风格一族（八店）,,温学良,深圳,440306201412004701,深圳市龙华新区学良风格一族理发店(温学良),317,
1.SZ0256,SZ0256,深圳市龙华新区学良风格一族理发店,客户---1.SZ0256---深圳市龙华新区学良风格一族理发店,1.SZ0256004,SZ0256004,风格一族（总店）,客户---1.SZ0256004---风格一族（总店）,,温学良,深圳,440306201412004701,深圳市龙华新区学良风格一族理发店(温学良),318,
1.SZ0256,SZ0256,深圳市龙华新区学良风格一族理发店,客户---1.SZ0256---深圳市龙华新区学良风格一族理发店,1.SZ0256005,SZ0256005,风格一族（二店）,客户---1.SZ0256005---风格一族（二店）,,温学良,深圳,440306201412004701,深圳市龙华新区学良风格一族理发店(温学良),319,
1.SZ0256,SZ0256,深圳市龙华新区学良风格一族理发店,客户---1.SZ0256---深圳市龙华新区学良风格一族理发店,1.SZ0256006,SZ0256006,风格一族（三店）,客户---1.SZ0256006---风格一族（三店）,,温学良,深圳,440306201412004701,深圳市龙华新区学良风格一族理发店(温学良),320,
1.SZ0256,SZ0256,深圳市龙华新区学良风格一族理发店,客户---1.SZ0256---深圳市龙华新区学良风格一族理发店,1.SZ0256007,SZ0256007,纤丝发艺（九店),客户---1.SZ0256007---纤丝发艺（九店),,温学良,深圳,440306201412004701,深圳市龙华新区学良风格一族理发店(温学良),321,
1.SZ0256,SZ0256,深圳市龙华新区学良风格一族理发店,客户---1.SZ0256---深圳市龙华新区学良风格一族理发店,1.SZ0256008,SZ0256008,纤丝发艺（十店）,客户---1.SZ0256008---纤丝发艺（十店）,,温学良,深圳,440306201412004701,深圳市龙华新区学良风格一族理发店(温学良),323,
1.SZ0257,SZ0257,深圳市罗湖区埃米莉美发中心,客户---1.SZ0257---深圳市罗湖区埃米莉美发中心,1.SZ0257001,SZ0257001,埃米莉美发店,客户---1.SZ0257001---埃米莉美发店,,蔡志伟,深圳,440303201412001501,深圳市罗湖区埃米莉美发中心(蔡志伟),153,
1.SZ0258,SZ0258,深圳市罗湖区奥斯堡美发中心,客户---1.SZ0258---深圳市罗湖区奥斯堡美发中心,1.SZ0258001,SZ0258001,奥斯堡美发中心,客户---1.SZ0258001---奥斯堡美发中心,,易善军,深圳,440303201412001901,深圳市罗湖区奥斯堡美发中心(易善军),173,
1.SZ0259,SZ0259,深圳市罗湖区贝拉维塔美发中心,客户---1.SZ0259---深圳市罗湖区贝拉维塔美发中心,1.SZ0259001,SZ0259001,经雕专业发型设计,客户---1.SZ0259001---经雕专业发型设计,,周秋琴,深圳,440303201501000501,深圳市罗湖区贝拉维塔美发中心(周秋琴),582,
1.SZ0260,SZ0260,深圳市罗湖区铂金发源地美发店,客户---1.SZ0260---深圳市罗湖区铂金发源地美发店,1.SZ0260001,SZ0260001,HEAD STREAM 发源地（南山店）,客户---1.SZ0260001---HEAD STREAM 发源地（南山店）,,王淙澧,深圳,440303201412003501,深圳市罗湖区铂金发源地美发店(王淙澧),403,
1.SZ0260,SZ0260,深圳市罗湖区铂金发源地美发店,客户---1.SZ0260---深圳市罗湖区铂金发源地美发店,1.SZ0260002,SZ0260002,HEAD STREAM 发源地（宝安店）,客户---1.SZ0260002---HEAD STREAM 发源地（宝安店）,,王淙澧,深圳,440303201412003501,深圳市罗湖区铂金发源地美发店(王淙澧),406,
1.SZ0260,SZ0260,深圳市罗湖区铂金发源地美发店,客户---1.SZ0260---深圳市罗湖区铂金发源地美发店,1.SZ0260003,SZ0260003,HEAD STREAM 发源地（铂金形象店）,客户---1.SZ0260003---HEAD STREAM 发源地（铂金形象店）,,王淙澧,深圳,440303201412003501,深圳市罗湖区铂金发源地美发店(王淙澧),407,
